datetime,symbol,exchange,open,high,low,close,volume,turnover,open_interest
2020-01-29 17:15:00,MHImain,HKFE,27063.0,27109.0,27010.0,27070.0,2470.0,66860786.0,0.0
2020-01-29 21:15:00,MHImain,HKFE,27071.0,27075.0,26913.0,26948.0,5574.0,150417100.0,0.0
2020-01-30 01:15:00,MHImain,HKFE,26950.0,27085.0,26619.0,26680.0,35534.0,954619691.0,0.0
2020-01-30 11:00:00,MHImain,HKFE,26684.0,26787.0,26260.0,26355.0,51338.0,1359826656.0,0.0
2020-01-30 17:15:00,MHImain,HKFE,26380.0,26462.0,26311.0,26341.0,9870.0,260372917.0,0.0
2020-01-30 21:15:00,MHImain,HKFE,26343.0,26464.0,26268.0,26388.0,17631.0,465182059.0,0.0
2020-01-31 01:15:00,MHImain,HKFE,26386.0,26760.0,26319.0,26520.0,44242.0,1175450595.0,0.0
2020-01-31 11:00:00,MHImain,HKFE,26518.0,26560.0,26230.0,26233.0,38338.0,1010645001.0,0.0
2020-01-31 17:15:00,MHImain,HKFE,26230.0,26252.0,26050.0,26128.0,11672.0,304974878.0,0.0
2020-01-31 21:15:00,MHImain,HKFE,26128.0,26156.0,25921.0,25974.0,17540.0,456761466.0,0.0
2020-02-01 01:15:00,MHImain,HKFE,25975.0,25981.0,25880.0,25889.0,4100.0,106262572.0,0.0
2020-02-03 01:15:00,MHImain,HKFE,26195.0,26460.0,26024.0,26167.0,56826.0,1492129950.0,0.0
2020-02-03 11:00:00,MHImain,HKFE,26165.0,26410.0,26140.0,26202.0,44050.0,1157978089.0,0.0
2020-02-03 17:15:00,MHImain,HKFE,26248.0,26300.0,26206.0,26299.0,6073.0,159480066.0,0.0
2020-02-03 21:15:00,MHImain,HKFE,26299.0,26388.0,26246.0,26278.0,13009.0,342264590.0,0.0
2020-02-04 01:15:00,MHImain,HKFE,26280.0,26644.0,26266.0,26433.0,53160.0,1408868419.0,0.0
2020-02-04 11:00:00,MHImain,HKFE,26433.0,26776.0,26400.0,26771.0,43416.0,1152851391.0,0.0
2020-02-04 17:15:00,MHImain,HKFE,26775.0,26796.0,26684.0,26780.0,8893.0,237811371.0,0.0
2020-02-04 21:15:00,MHImain,HKFE,26780.0,26937.0,26775.0,26922.0,13671.0,367022331.0,0.0
2020-02-05 01:15:00,MHImain,HKFE,26922.0,26929.0,26578.0,26699.0,53273.0,1423969383.0,0.0
2020-02-05 11:00:00,MHImain,HKFE,26698.0,26742.0,26526.0,26734.0,43385.0,1155689196.0,0.0
2020-02-05 17:15:00,MHImain,HKFE,26742.0,27184.0,26742.0,27113.0,19329.0,523647889.0,0.0
