symbol,exchange,datetime,open,high,low,close,volume,turnover,open_interest
MHImain,HKFE,2020-03-10 00:00:00,24880.0,25563.0,24361.0,25438.0,185275.0,4647382994.0,0.0
MHImain,HKFE,2020-03-11 00:00:00,25449.0,25743.0,25085.0,25135.0,175159.0,4441972298.0,0.0
MHImain,HKFE,2020-03-12 00:00:00,25156.0,25314.0,24001.0,24074.0,174045.0,4268527255.0,0.0
MHImain,HKFE,2020-03-13 00:00:00,24071.0,24173.0,22116.0,23887.0,245584.0,5709378144.0,0.0
MHImain,HKFE,2020-03-16 00:00:00,23846.0,24750.0,22664.0,22717.0,198095.0,4658926497.0,0.0
MHImain,HKFE,2020-03-17 00:00:00,22710.0,23390.0,21582.0,23020.0,244219.0,5539359235.0,0.0
MHImain,HKFE,2020-03-18 00:00:00,22997.0,23417.0,22000.0,22005.0,249844.0,5685784700.0,0.0
MHImain,HKFE,2020-03-19 00:00:00,22039.0,22367.0,20966.0,21837.0,289194.0,6285757842.0,0.0
MHImain,HKFE,2020-03-20 00:00:00,21900.0,23106.0,21494.0,23079.0,235042.0,5210940996.0,0.0
MHImain,HKFE,2020-03-23 00:00:00,23103.0,23176.0,21300.0,21485.0,221787.0,4921729093.0,0.0
MHImain,HKFE,2020-03-24 00:00:00,21500.0,22789.0,21500.0,22733.0,248082.0,5520524388.0,0.0
MHImain,HKFE,2020-03-25 00:00:00,22750.0,23638.0,22750.0,23612.0,184625.0,4280645054.0,0.0
MHImain,HKFE,2020-03-26 00:00:00,23640.0,23879.0,23096.0,23180.0,205606.0,4805277739.0,0.0
MHImain,HKFE,2020-03-27 00:00:00,23156.0,24042.0,23130.0,23497.0,157451.0,3708296795.0,0.0
MHImain,HKFE,2020-03-30 00:00:00,23468.0,23518.0,22765.0,23012.0,110113.0,2549245061.0,0.0
MHImain,HKFE,2020-03-31 00:00:00,23050.0,23750.0,22914.0,23713.0,151708.0,3545554061.0,0.0
MHImain,HKFE,2020-04-01 00:00:00,23700.0,23730.0,22888.0,22936.0,172485.0,4024652064.0,0.0
MHImain,HKFE,2020-04-02 00:00:00,22950.0,23282.0,22560.0,23268.0,139888.0,3213173241.0,0.0
MHImain,HKFE,2020-04-03 00:00:00,23282.0,23283.0,22906.0,23186.0,133171.0,3077481176.0,0.0
MHImain,HKFE,2020-04-06 00:00:00,23184.0,23865.0,22973.0,23735.0,135709.0,3180878139.0,0.0
MHImain,HKFE,2020-04-07 00:00:00,23748.0,24438.0,23685.0,24417.0,126277.0,3026695906.0,0.0
MHImain,HKFE,2020-04-08 00:00:00,24399.0,24605.0,23770.0,23773.0,137624.0,3322958913.0,0.0
MHImain,HKFE,2020-04-09 00:00:00,23774.0,24342.0,23760.0,24210.0,109595.0,2640689043.0,0.0
MHImain,HKFE,2020-04-14 00:00:00,24191.0,24597.0,23958.0,24402.0,116470.0,2835214482.0,0.0
MHImain,HKFE,2020-04-15 00:00:00,24410.0,24611.0,24024.0,24050.0,96307.0,2347218636.0,0.0
MHImain,HKFE,2020-04-16 00:00:00,24035.0,24124.0,23793.0,23948.0,107775.0,2581706642.0,0.0
MHImain,HKFE,2020-04-17 00:00:00,23942.0,24686.0,23828.0,24358.0,116606.0,2838230506.0,0.0
MHImain,HKFE,2020-04-20 00:00:00,24350.0,24474.0,24175.0,24288.0,100043.0,2435223878.0,0.0
MHImain,HKFE,2020-04-21 00:00:00,24301.0,24341.0,23630.0,23734.0,118356.0,2832822360.0,0.0
MHImain,HKFE,2020-04-22 00:00:00,23702.0,23928.0,23418.0,23875.0,117879.0,2785711711.0,0.0
MHImain,HKFE,2020-04-23 00:00:00,23880.0,24096.0,23759.0,23998.0,95628.0,2289655274.0,0.0
MHImain,HKFE,2020-04-24 00:00:00,23998.0,24238.0,23677.0,23831.0,95782.0,2290238841.0,0.0
MHImain,HKFE,2020-04-27 00:00:00,23840.0,24333.0,23840.0,24272.0,70628.0,1705020173.0,0.0
MHImain,HKFE,2020-04-28 00:00:00,24218.0,24578.0,24053.0,24572.0,69358.0,1684967792.0,0.0
MHImain,HKFE,2020-04-29 00:00:00,24580.0,24778.0,24441.0,24501.0,91225.0,2243888221.0,0.0
MHImain,HKFE,2020-05-04 00:00:00,24505.0,24758.0,23305.0,23370.0,94039.0,2240997441.0,0.0
MHImain,HKFE,2020-05-05 00:00:00,23340.0,23800.0,23242.0,23755.0,81649.0,1924552891.0,0.0
